Date,GEO,Sex,Characteristics,Estimates,UOM,VALUE
2017/2018,Nunavut,Both sexes,"High school or less, household education",Percentage of persons,Percent,32.5
2017/2018,Nunavut,Both sexes,"High school or less, household education","Low 95% confidence interval, percentage",Percent,25.1
2017/2018,Nunavut,Both sexes,"High school or less, household education","High 95% confidence interval, percentage",Percent,40.9
2017/2018,Nunavut,Both sexes,"At least post-secondary education, household education",Number of persons,Number,4800
2017/2018,Nunavut,Both sexes,"At least post-secondary education, household education",Percentage of persons,Percent,38.7
2017/2018,Nunavut,Both sexes,"At least post-secondary education, household education","Low 95% confidence interval, percentage",Percent,31.6
2017/2018,Nunavut,Both sexes,"At least post-secondary education, household education","High 95% confidence interval, percentage",Percent,46.3
2017/2018,Nunavut,Both sexes,"Lowest income, household income",Number of persons,Number,
2017/2018,Nunavut,Both sexes,"Lowest income, household income",Percentage of persons,Percent,
2017/2018,Nunavut,Both sexes,"Lowest income, household income","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Lowest income, household income","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Middle income, household income",Number of persons,Number,
2017/2018,Nunavut,Both sexes,"Middle income, household income",Percentage of persons,Percent,
2017/2018,Nunavut,Both sexes,"Middle income, household income","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Middle income, household income","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Highest income, household income",Number of persons,Number,
2017/2018,Nunavut,Both sexes,"Highest income, household income",Percentage of persons,Percent,
2017/2018,Nunavut,Both sexes,"Highest income, household income","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Highest income, household income","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Landed immigrant or non-permanent resident, immigrant status",Number of persons,Number,300
2017/2018,Nunavut,Both sexes,"Landed immigrant or non-permanent resident, immigrant status",Percentage of persons,Percent,36.7
2017/2018,Nunavut,Both sexes,"Landed immigrant or non-permanent resident, immigrant status","Low 95% confidence interval, percentage",Percent,17.8
2017/2018,Nunavut,Both sexes,"Landed immigrant or non-permanent resident, immigrant status","High 95% confidence interval, percentage",Percent,60.8
2017/2018,Nunavut,Both sexes,"Non-immigrants, immigrant status",Number of persons,Number,8000
2017/2018,Nunavut,Both sexes,"Non-immigrants, immigrant status",Percentage of persons,Percent,33.5
2017/2018,Nunavut,Both sexes,"Non-immigrants, immigrant status","Low 95% confidence interval, percentage",Percent,29.6
2017/2018,Nunavut,Both sexes,"Non-immigrants, immigrant status","High 95% confidence interval, percentage",Percent,37.5
2017/2018,Nunavut,Both sexes,"Visible minority, visible minority or Indigenous",Number of persons,Number,
2017/2018,Nunavut,Both sexes,"Visible minority, visible minority or Indigenous",Percentage of persons,Percent,
2017/2018,Nunavut,Both sexes,"Visible minority, visible minority or Indigenous","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Visible minority, visible minority or Indigenous","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Indigenous identity, visible minority or Indigenous",Number of persons,Number,6900
2017/2018,Nunavut,Both sexes,"Indigenous identity, visible minority or Indigenous",Percentage of persons,Percent,32.4
2017/2018,Nunavut,Both sexes,"Indigenous identity, visible minority or Indigenous","Low 95% confidence interval, percentage",Percent,28.4
2017/2018,Nunavut,Both sexes,"Indigenous identity, visible minority or Indigenous","High 95% confidence interval, percentage",Percent,36.8
2017/2018,Nunavut,Both sexes,"Not visible minority or Indigenous,  visible minority or Indigenous",Number of persons,Number,1200
2017/2018,Nunavut,Both sexes,"Not visible minority or Indigenous,  visible minority or Indigenous",Percentage of persons,Percent,46.9
2017/2018,Nunavut,Both sexes,"Not visible minority or Indigenous,  visible minority or Indigenous","Low 95% confidence interval, percentage",Percent,34
2017/2018,Nunavut,Both sexes,"Not visible minority or Indigenous,  visible minority or Indigenous","High 95% confidence interval, percentage",Percent,60.3
2017/2018,Nunavut,Both sexes,"Other background, cultural or racial background",Number of persons,Number,
2017/2018,Nunavut,Both sexes,"Other background, cultural or racial background",Percentage of persons,Percent,
2017/2018,Nunavut,Both sexes,"Other background, cultural or racial background","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Both sexes,"Other background, cultural or racial background","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Total, selected characteristics",Number of persons,Number,3500
2017/2018,Nunavut,Males,"Total, selected characteristics",Percentage of persons,Percent,26.9
2017/2018,Nunavut,Males,"Total, selected characteristics","Low 95% confidence interval, percentage",Percent,21.8
2017/2018,Nunavut,Males,"Total, selected characteristics","High 95% confidence interval, percentage",Percent,32.8
2017/2018,Nunavut,Males,"High school or less, household education",Number of persons,Number,1300
2017/2018,Nunavut,Males,"High school or less, household education",Percentage of persons,Percent,26.9
2017/2018,Nunavut,Males,"High school or less, household education","Low 95% confidence interval, percentage",Percent,19.1
2017/2018,Nunavut,Males,"High school or less, household education","High 95% confidence interval, percentage",Percent,36.4
2017/2018,Nunavut,Males,"At least post-secondary education, household education",Number of persons,Number,2000
2017/2018,Nunavut,Males,"At least post-secondary education, household education",Percentage of persons,Percent,31.7
2017/2018,Nunavut,Males,"At least post-secondary education, household education","Low 95% confidence interval, percentage",Percent,23.1
2017/2018,Nunavut,Males,"At least post-secondary education, household education","High 95% confidence interval, percentage",Percent,41.7
2017/2018,Nunavut,Males,"Lowest income, household income",Number of persons,Number,
2017/2018,Nunavut,Males,"Lowest income, household income",Percentage of persons,Percent,
2017/2018,Nunavut,Males,"Lowest income, household income","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Lowest income, household income","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Middle income, household income",Number of persons,Number,
2017/2018,Nunavut,Males,"Middle income, household income",Percentage of persons,Percent,
2017/2018,Nunavut,Males,"Middle income, household income","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Middle income, household income","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Highest income, household income",Number of persons,Number,
2017/2018,Nunavut,Males,"Highest income, household income",Percentage of persons,Percent,
2017/2018,Nunavut,Males,"Highest income, household income","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Highest income, household income","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Landed immigrant or non-permanent resident, immigrant status",Number of persons,Number,
2017/2018,Nunavut,Males,"Landed immigrant or non-permanent resident, immigrant status",Percentage of persons,Percent,
2017/2018,Nunavut,Males,"Landed immigrant or non-permanent resident, immigrant status","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Landed immigrant or non-permanent resident, immigrant status","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Non-immigrants, immigrant status",Number of persons,Number,3300
2017/2018,Nunavut,Males,"Non-immigrants, immigrant status",Percentage of persons,Percent,26.4
2017/2018,Nunavut,Males,"Non-immigrants, immigrant status","Low 95% confidence interval, percentage",Percent,21.3
2017/2018,Nunavut,Males,"Non-immigrants, immigrant status","High 95% confidence interval, percentage",Percent,32.2
2017/2018,Nunavut,Males,"Visible minority, visible minority or Indigenous",Number of persons,Number,
2017/2018,Nunavut,Males,"Visible minority, visible minority or Indigenous",Percentage of persons,Percent,
2017/2018,Nunavut,Males,"Visible minority, visible minority or Indigenous","Low 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Visible minority, visible minority or Indigenous","High 95% confidence interval, percentage",Percent,
2017/2018,Nunavut,Males,"Indigenous identity, visible minority or Indigenous",Number of persons,Number,2600
2017/2018,Nunavut,Males,"Indigenous identity, visible minority or Indigenous",Percentage of persons,Percent,23.8
2017/2018,Nunavut,Males,"Indigenous identity, visible minority or Indigenous","Low 95% confidence interval, percentage",Percent,18.4
2017/2018,Nunavut,Males,"Indigenous identity, visible minority or Indigenous","High 95% confidence interval, percentage",Percent,30.1
